DRUG,FINGERPRINT
24197464,0000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001010000000000001010000000011000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000001000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000
3081361,0011000000000101010000000000000100000001000000000000000000100000000000010001000000100110000000000000000100010100000000000000000000011000000000000000000010000000000000000000010001000110000001000000000000000000000000000000000000000000010000000000000000000000100000000000000010000000000000000010000000100000000100000100100001000001000000000000001010000001000000000000000000100000001000000000100000000110010001101000000000000101000000000110000000000001000000010010000000000000100000000000000000000010000000100000000000000011010100000000001100000100001010000000000000000000100010000000000010000000001000000000000011000110001000000001000000000010000000001001000000001000101000000000001000000000110000000000100000110000000000010000000000000000000000000100100000000000000000000000010100000001000000000100000010000000000100000000000100000110100000000010000000000000000001000000000010000000100000100000000100000000000011100100100100000101000000110000010010000000010000000000001100010000000000000000100000000100001000000000000000000010
518740,0000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000
40926,0000000100000000000000000100000100000000001000000000000100110000000010000000000100100110000000001001101100000100000001000000111101110000100000000000000010000000000000000000001000000000001000000000010000000100000010000010001010000100000000100000001010000000100000100000001011000000000000010000101000100000000000010100111110100000000000100000000011001000010000000000000100000011000100100000100010001000010000100011000010000000101000001011000010001001000001000010000100000000000111010100000000010001010000000000000000000011000100001000001100000000000100001000000000000101000000000000001100001000101100010000110000001000100000000000000000000010000000001101000100001000001000001000000100010000010000001100001111010100000001000001101100001000000000000000110000100000000000000000000000000001000000000000000000000010010000110010110000000000000000001001001000000000000000000110000000000000100000010000001111000001000000100000100000011000000000000000000000000000001000001000000010000001001000010000100000000110000000000000000000000001
5743,0000000000000100000000000000000000000000000000000000010001000010000000000000000000000000000011000000000000000000000000000000000000000000000000000000000010010000010000000010000000100000000000000000010000000000000000000000000000000000000000000100000000000000100000000000000110100100000000000000000000010000000000000000100000010000000001000000000000000000000010000000000000000000000000000000100001000000000001000000000000000000010000000010100000001100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000001000000000000000000000000000000000000100000000000001000001000100000000010000000010000000001010000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000010000000010000000000000010000010000000000000000000000000000000000000000000000000000000000000000000010000010010000010000000000000000100000000000000100000000000000000000000010000000000000000000000000000000001000000001100000000100000000000000100000000000
41744,0000000000000110001000000000010000000010000000000111000000110100000011010010000100001110000000000001110000001100000000000000010001000010000000000001000011110010000000000000000100000001000000000000100001000100000000000111000000001000000000110000000000000000100000110000001001100100000001010111000100100000000000000000111001100000000001111000011011010001010000001000101010000000000000000000101000000100000001000010000000000001010100001011000110001000000000000000100000000000000101000000000000000101010101001000000100000001110100000100000101000101010010000010000000000010000010000000000000000000011110010100010000000100000100000000000000000010001000001011110100000000001000000000000000000000110000000100001101110001000001010000000100011000000000000000100101000000000000000000100000000101000000000100100100100000110000111000000010001110001001000011101000000100001000001011100010000000010000010001000100000000000011100000101000100000000001010000101010000000010000000000000110100001000000000010110100100000000000000000101000000000
30323,0000000000000010001000000000010000000010000000000111000000110100000001000010000100001110000000000001110000001100000000000000010001000010000000000001000001100010000000000000000100000001000000000000100001000100000000000111000000000000000000110000000000000000100000100000001000100100000001010110000100100000000000000000111001100000000001000000010011010001010000001000101010000000000000000000100000000100000001000010000000000001010100001011000110001000000000000000100000000000000001000000000000000101010100000000000100000001110100000100000101000101010010000010000000000010000010000000000000000000010110010100010000000100000100000000000000000010001000001011110100000000001000000000000000000000100000000100001101110001000001010000000100001000000000000000100101000000000000000000100000000101000000000000100100100000110000111000000010001110000001000011001000000100001000001010100010000000010000010001000100000000000011100000101000100000000001010000101000000000010000000000000100000001000000000010110100100000000000000000101000000000
2708,0000000000000110001001000000000000000000000000000000000000000000000001000000000000000110000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000100000000000000000100000000000000000000000000000000000000100100000000000000011010000000000000001000000000000100010000000001000000000100000000000000000000000000000000000000000000010000000000001000000000000100000000000000001000000000000000000000000100100000000000001000000000000000100000000001000000000000000000000000000000000000000010000010000000000000000000100100100000000000000000010000000001001000000000000001000000000001000000000110000000000000100100000000000010000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001100000100000100000000001000100100000000000000000000000000000000001000000000000100000000100001100000000101000000000
2123,0000000000000000000000000000000000000000000000000000000000010000000000000000000000100010000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000010000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
176870,0011000000001000010000000000000000000000000000000000000000100000000000010000000000100110000000000000000100010100001000000000000000010000000000000001000000000000000000000000000000000010000001000000000000000000000000000001000000000010010000000000001000000000000000000000000000100000000001010010000000100000000100000100001001000001000000000000001000000001000000000000000000000000001010000000000000000010010001101000000000000101000000000110000000000001000000010010000000000000100001000000000000000000000000100000000000000011000100000000001100000100001010000000000001000000000010000000000000000000001000000000000001001110001000000001000000000010000000001001000100000000001000000000001000000000110000000000100010100000000000010000000000000000000000000100100000000000000000000000000100000001000000000000000010000000000100000000000100000110000000000010000000000000000000000000000011000000001000100000000000000000000001100100100100000001000000010000100100000000010000000000000100100000000000000000000000000100000000000000000000000010
24964624,0000000000000010000000000000000000000000000000010000001000110000000001000000001000000110000000000000001000110000001000000000000000100000000000010000000000000000001000000000010000000000000000010000000000000000000000010011000000001000010000100000001000000000100000000000000001100000000100000010010000000001000100001100000011100001000100000000000010000011000000000000100000000000001000000000110000000100011001001000000000000000000000000110000000000010000000100100000000010000000001000000000000010000000001000000000000000011000000000000101100010100001000000000000011000100010000001000000000000000011100000000000000000110000100010000000000010000000000000001000100001000001000000001001000010000100000000000001101110000000000010000000110000000000000000000100100000000000000100000000010000001010000010000000000000000100000000000000000000100000000110010000000000000000000100100000010000000000000100000000010000000000001100000100010000001000001000010100000000000011000000000110100000000000100000000100000000100010000000000000000000000
137,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000001010000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000100010000000000100000000000000000010000000001100000000001000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000101000000000
2141,0000000000010100000010000000010000000000000000000000000000000000100000000000000000000010000000000000000001000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000001000000000000000100000000000000000000000100010000000000000100000000000000000000000000000100000000000000000000000000000000000000000000100000000000010000110010000000000000000000000000000000000000000000110000000000000010000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000100000000000000000000000000100000000000000000000000001000000000000000000000010000000000000000000000000010000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000001000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000
1546,0011000000000000000001000000000000000000010000000100000100110000000000000000000000100110000000000000000100000100000000000000000001100000000000000000000010000000000000000000010000000000000000000000010000000100000000000010000000000000000000100000000010000000100000100000000000000000000000010010000000000000000100000100101010100000000010000000000010000000010000000000000000000001000100000000100011000000010000000001000000000000000000000011000010001001000000000000000000000000000000000100000000000000010000000000000000000011000100001000001110000000000100001000001000000001001100000000000000001000000100010000110000000001100000000000000000001100000000101001000000001000001000000000001100010000000000000000001111010000000000000001000000001000000000000000100000100000000000000000000000000001000000000000000000000000000100110000000000000000000000000011000000000000000000000110000000000000100000010000000001000000000001100000100100010001000000000000000000000001000000000000000010000001001100001000101000000101000100000000000000000000
5360373,0111100001100100000110000100111000010000001100001111000011110000110011011000001001110110000011101000011100101100100000000000001101101010100011000000010011010010100000000010000001010001000000001000010000010111000000000011001100001000111100101000001010000100100000110000100010001000100101010011100110000100100100001101111000010000100101110100111011101100010000000000001110000100011000000011100000010100011000001010000010000001011100000011110010011000010101000100001000000000100011110010000110010001010101001000001000000011101110001100111110000000000000011100001010000101000111000100100001011001110110110000010110110100010100000000100010000111110000001101000100011100101101000110101000010101010010010100000111110000001111000010101100101000010100000100110101110000100000000010101111110001001010001101000101010000110100010010000000010000000001000011100011000000000000000111011000000100110000110101101110100000000011111001101110011011010000100000101110000000000100000000100011100011001001000000100010100101000101100000110010000010
24856436,0101000000101111000000000101000000010000000010000000001000110010000001010000000100100110000000000000001100110000001000000000001100010000000000010000101110010000001100000001000000000000010000010000000000000100000000000001000000001000010000011000000000100110100001100000000011100000000111000110110000000001000100000100100011100001000100000000101011000011011000000000000010000000001110000010000000000000010101001000000000000001000000000110101000001001000000000011100000010000100001000000000000010001010100100110000100000011010000000000101100000100001100100000000000000110000000000000010001000000001100000000000000001110101100010001000000000010000000001001000000011000001001000000001100011000010001100000100110110000000001010000101100011000000000000001110000111000100001100000000010001011000000000000000000000000010100100000000100001100000001100011000100000000000001000111000000000000000000110010100000000000000001100000100010000010010000001010100000000000011000010000010110000101000000000000000000000111001000000000000000000010
237,0010000000000100001001000000000000000000000000000000001000000000000000000000000000000110000000000000000000010100000000000000000000010000000000000000000010000000000000000001000000000010000000000000000000000000000000000000000000000000011000000000000000000000100000000000000010000000000100000000000000000000000100000100000000000001000110000000001010000001000000000000000010000000001000000000100000000100000001000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000100000000000000011000000000000001000000000001010000000000000000100000010000000000000000000001000000000000001000110000000010000000000000100000000000001000100001100001000000000001000000000010000000000000000110000000000010000000000000000000000000000000001000000000000000000000100000000000000000100000000000000000100000000000100000101000000000100000000000000000000000000000010000000000000110100000000000000000001100000000000000000000000010010000010000000010000000000000100000000000000000000100000000100001100000000100000000000
3062316,0011000000000100010011000001001000000000100000000000000001110000000010000100000000100111000000001000001100010000110000100000010100010010100000100000100011010000100000000000001000000000000000000000010000000010100000000001001100000000010000000000001100000100100001010000000010101010110001000110000001100001000110000100010000010000110011110000001101000101000000001000000010000000101100000000000010010100010100001101001010000000000000000110000000000001000100000010000000000000100001000000000010000000000010111000100000000011000000001000001100000000001000000100100110000100000100000100100001000000100000000000000000000110000100000000000000000110000000001011000100000000101000000000001001000101010000010000000011100000000001010000000000000000000000000010110000000000100000000000000110010001000001101000000100010000101110010000000000000010001000000110000000000000000000000101000000000010000000100000100010000001000001110100100110000011010101000000100000000000000000000000000000000000001000000010010000000100001100000000110010000000
13342,0100000001000111001001000100010000010000111001000000011001000110100001110010001100010110000000000001011000011100000000010000011001010010101000000001000010110000000000000111000010100101000000010001100001001010000000000111000000001000110000100000001000000000100010000000001010100000100111010011000101110000000100000100111011000001100101010100000010000001010000000000100011000000011000000000100001010110000001000000000010000101010000101111100000001111001010100000100000000000000001100001000000010100010101101100000100010111110010000000001100000100011010101000101000000111001010000000000000010000011110010000100110000101000110010000010010001011001000001011110000011100111000000000001000010100110000000000000101110001100110011000100100001000000100000000000111100000000000000010100010011110000000000100100100000000010000101000001100001100101001000100000001000001000000000111100010000000100000110100000010000000000011100000100010101000000001011000101010101000010000000000000100110111000000000001100110000101001001000000100000000000
16224745,0111000001100100000000000100000101000001001000000000000000100000000011000000000000110110000000000000001100000000000000000000001000110000000000010000100010000000000000000001010010000100000000010000000000000100000000000001000000001000111000101001011000000000100000000000100010000000000111000010000000000001000100000100000000000000000100000100100010000010100000000000001101000000000000000000100010000100010001000000000000000001000000000010000100000000000000000000000000110000000101110001100000010001000000000000000000000011001000000000001100000000000010000000010000000100001110000000000010000001110000000000000100010111000000010000000010010001000000001000011100011000101000000000001000010000110000000000000010010000000001000000000110000000000100000000100110100000000000000000000000000001010000000000000000000000110100000001000000101000100000100010000000000000000000100100001010100000000000010100001010000000000001100000001110100001010101000000100010000000011000000000000100010001000000000010100000001111000100000000000000000010
216454,0000000000000110000001000001000000000010001000000000001100100000000010010000001000100110000000000000001000010000000000000000001100010000000000000000000000010000000000000000000000000000000000000000000000000010000000000011000000000000010000000000101000000000000001010000000000100000000111000110000001000010000000000100100000000000000111110000110011000001000010000000000010000000001100000000000000100000000001000010000000000000000000000011000100010001000001000000000000000000000001000000000100000000001001100000000000000010000000000000001100000000001100000000001000000100000000000000100001000000100000000000000000000110100100010000000000010100000000000101000100010000001000000000001100010000010010010010000000110000000001010001100000000000000000000000100000000000000100000000100111000000000000000000000100000000001000000000000000000001000000000000000010000000000000000110000000000000000000010000000010000000000001110000100000001010010000000000100010000000000000000000000001000100000100000000000000000100001100000000100010000000
24748204,0000000000000110000011000100001000000000000000000000010001100000000001000101000100010111000000000000011100010100111000000000100100011010000000100000100011000000001100000000000000000000000000000000000010000000000000000001001100000000010000010000000000000000100000000000000011101000000001000011000000000001000100000100101000010000010111010010000001000011000000000000100010000000001000000000100010000000010101001100000010000001010000000110000000000101000100000010000000000000100001100000000000010001000100100000000000000011010000001000001100000100000011000100000000000100100010000000010010000000010100000000010001000111000100010001000000000110000000001001000100011000101000000000001000010101110000000000000111100000000000010000001100000000000000000010110100000000000000000000000100010000000001001000000000000000000010000000000010011100100000000110000000000000000001000100000010000000000000110000100000000000000011000000100010000100000001010010100010000000010000000000000100000000000000000010100000000101000100000000110000000010
426756,0000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000001010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000010000010000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000
46926350,0111000001100100000000000001000000000000100000000000010000100000000000000000000100100110000000000000000100001000001000000000000000110000000000010000000010010000000000000001001000000010010000010001000000000000100000000001000000001000010000101000011100000000100000000001000010100000000100000011000000100001000110000100100010000000000100010000101010000011000000000100000010010000001000000000100000000100010101000000000000000000010000100111000000000000000000100010000000010000000001100000000010010000010000100000000010000011001000000000001100000000000000000000000100000100000000000010010000000000000100000000000101001110100000010000000000000010000000001110000000001100101000000000001000000000010000000000100000110000000001000000000111000000000000000000100000100000000000000000000010000001110000000100010000000000011100010001000000101000000000100110000000000000000000000000000010100000000000110100000010000000000001100000000100000001000101100010100010000000011000100000100100010000000000000010110000001100000000000000100010000000
32875,0000000000000010001000000000010000000010000000000111000000110100000001000010000100001110000000000001110000001100000000000000010001000010000000000001000001100010000000000000000100000001000000000000100001000100000000000111000000000000000000110000000000000000100000100000001000100100000001010110000100100000000000000000111001100000000001000000010011010001010000001000101010000000000000000000100000000100000001000010000000000001010100001011000110001000000000000000100000000000000001000000000000000101010100000000000100000001110100000100000101000101010010000010000000000010000010000000000000000000010110010100010000000100000100000000000000000010001000001011110100000000001000000000000000000000100000000100001101110001000001010000000100001000000000000000100101000000000000000000100000000101000000000000100100100000110000111000000010001110000001000011001000000100001000001010100010000000010000010001000100000000000011100000101000100000000001010000101000000000010000000000000100000001000000000010110100100000000000000000101000000000
54600319,1000000001000100000000000000000000000000001000000101010001000010000011000000000000000010000100000010000000000100000000000000000000001000000000000000000011010000000000000011000000110000000000000000000000000010000000000000000000001000100000100100000010000000100001110000000010000000000000010001000001010000001000001000111010000000000001110000001010000000010000000000000000000000000000000000100001010100000000000000010010010000010000000011000000001100000000000000000000000000000100000000000000000000010101001000000000000011100000000100000100000001000000111000001000000001000100000000010000000000000101010000010000000101000100000000010010000110000000001111000000001000101000000000000001000100010000000010000001010001000100001000000000001000001000000000000000000000000000100000010000000010000000000100000100100000000000010000000000000000000010000000000001000000000000000011000000000000000000110011000000000000000011100000100000010000000000000000100110010000000001000000000010100000000000100001100000100000000000100000100000000000
5453,0000000010010000000010000000000000000000000000000000100000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4842,0000000000000100000000000000000000000001000000000000000000000000000010000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000010000000000000000000001000100100000000010000000000000000010000000000001100000000011000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000110000000000000000000000000001000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000010000000000000000000000001010000000000000000000000000000000000000000000000000000
6445540,0000000001000101000010000000010000000000000000000000010001000011000010001000000000000110000000100000001000000100000000000000000000000010100111000000000010010000000000000010000001100001000000000000000000000000000000000000011100001000100000100000000000001100100000010000000010001000000000000101000000010000001000000100100010010000000001101000001010000000010000000000000000000000000000000000101001000110000100000000000010000000010000000011000000000000000100010000100000000000100001010000000000000000010100000100001000000011100000000000001100000000000001000100001000000100000010000000110000000000000111010000010010000101000100000000110010000010000000001001000000001000101000000000000000000101010000000000000000110001001000001010010000000001000000000000000000000000000000000000000100010010000010000100000100010000000000001000000000010000000000000000000000000000000000100001000000000000100000010000000000000000000010100000100010010000000000000000100110000000000000000000000010010000000000000001100000110100000001000000110000000000
6253,0011000000000000000000000000000000000000000000000100000100100000000000000000000000100110000010000000000100000100000000000000000011100000000000000000000010000000000000000000010000000000000000000000010000000000000000000010000000000000000000100000000010000000100000000000000101100000000000110010100000000000000100000100111010000000000000000000000010000001010000000000000000000001000100000000100010000000010000000000000000000000000000000011000000001001000000000000000000000000000000000000000000000000010000000000000000000011001100001000011100000000000100001000000001000001000000001000000000001000001100010000110000000000100100000000000000000000000000101001000000001000001000000000001100000000000000000000001011010000000000000001000000011000000001000000100000000000000000100000000000000001000000000000000000000000100100100000000000000000001000000010100000000000000000000111000000000000110000010000000000000000000001100000100100010001000000000000000000000000000100000000000000000000001000000000100000000100000000000000000000000000
3950,0000000000001100000001000001000000000000000000000000000100000000000011000000000000010011000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000001000100001000000000000000100000000000100000010000000010000000000000000000000000000000000000000010000010000000010010100000101010000000000000000000100000000000000000000000100000000000000000000000100000100000010000000000000000000100000000000000110000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100010000100000000000000000000000000000001000001000000000000000000000010000000000000000110000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000010000000000000000000000010000000000000000000100000000011000000000000001000000000
54610154,0000000000000010001110000000010000000000000000000101000000100000000001010000000100000100000000000001110000000100000000000000110001000010000000000000000001110010000000000000000010100101000000000000100001000100000000000111001000000000000000110000000000100100100000000000001000100100000000010010000000100000100000000000101001010000000001010000000010100001010000000100111010000010000000001000100000000101000101000000000000000001010100001010000110001000000000110000100000000000000001000000000000000100000101000000000000000001100100000100010100000110010010100100000000000001000010000000000000000000010110000100010010000100001100000000000000000010000100001001000100000000001000000000000000000100100000000010001101100001000000010000000101011000000000000100100101000000000000000010100000000000000000000000101100010000110000111001001000101100000001000010001000000000001000001010000010000000010000010001000100000000000011000001100001000000000001010000100000000000010100000000000100000000000000000010111100101000000000000000101000000000
5311497,0100000001000111001001000101010000010000111101000000011001000110100001110010001100010110000000000001011000011100000000010000011001010010101000000001000010110000000000000111010010100101000000010001100001001010000000000111000000001000101000100100001000000000100010000000001010100000000111010011000101110000000100000100111011000001100101010100000010000001010000000000100011000100011000000000100001010110000001000000000010000101010000000111100000001111001010100000100000000000000001100001100100010000010101100100000100010111110010000000001100000100011010101000101000000110001010000000000000010000011110010000100110010101000110010000010010001011001000001011110000011100111010000000001000010100110000000000100101110001100110011000000100001000000100000000000111000000000000000010010010011110000000000100110100000000011000101000001100001100101000000100000001000001000000000111100010000000100000110100000010000000000011100000100010100000000001011000101110011000010000000000000100110111000000000001100110000101001001000000100010000000
10113978,0111000000100000000010000000000000000000000000000000000000100100000000100000000100100110010000000000001100010000001000000000000000110001000000000000100000000000000100000000000100001110000001000000000000000000000000000011000000000000010000001000000000000000000000010000000001100000000001010010000000100001000100000100000010000001000000000000101010000011000001000000000000000001001100000000000001000000010101001000000000000101000000000110000000000001000000000010000000000000100001000001000000000000010000100000000000000011010001000000001100000000001000000000100011000000000100000000100000010000001000000000000001001100000000000000000000000010000000001001000000001000011000000000001001000000110000000000000000110000000000010000000000000000000000000100100000000000000000000001000000000001000000000000000010000000010100000000001000000100000001000010000000000100000000000000000100000100000000110000110000000000000001101101100100000001000000000000100000000000010010000000000100000011000100000000000010000110000000000000000000000000
163659,0000000100000010001010000000000000000000000000000101010000010000000001000010000100000100000000000000010000001100000010100000100001000000000000000000000001000010000000000000000010000100000000000000100000000000000000000001000000000000000000100000000000000000100000100000000000100000000001010010000000100000000000000000101000100001000001000000010010000001010000000000100010101010000000000000100000000101000001000000000000000000010100000010000110001010000000000001100000000000010101000100000000000100000100000000000100000001110100000100000100000001010010000000000000000010100010000000000000000000010100000000010000000101000100000001000010000010101000001011100000000000001000000000000000000000100000000010000101100000100000010000010100001000000000000000000101000000000000000010100000000100000000000000000100000000110000010000000000100100000001000001000100000100001001000010100010000000010000010001000000000000000011000000100000000000000011010000101000001000010000000000000100000001000000000010110000101000000000000000101000000010
11520894,1000000001010100000000000000000000000000001000000101010001000010000011100000010000000010000100000010000000000100000000000000000000001000001000000000100011010000000000000011000000110000000001000000000000000010000000000000000000001000100000100100000010000000100001110000000010000000000000010001000001010000001000001000111010000000000001110000001010001000010000000000000000000010000000000000100001010100000000000000010010010000010000000011000000001100000000000000000000000000000100000100000100000000010101011000000000000011110001010100000100000001000000111000001000000001000100000100010000000000000101010000010000000101000100000000010010000110000000001111000000001000101000000000000001000100010000000010000001010001000100001000000000001000001000000010000000000000000000100000010000000010000000000100000100100000001000010000000000000000000010000000000001000000000000000011000000000000000000110011000000000000000011100000100000010000100000010000101110010000000001000001000110100000000000100001100000100000000000100000100000000000
446556,0101000000001111000100000001000000000000001001000000001001110000000011000000000000100110000001000000000100101000000000000000000000000000000000000000001010010000010000000000000000000000011000010000000000000000000000000011000000000000010000000000001000000100100000110000000011100000000000010010000000000001000100000100110001100000000101111000011010000011000000000000100000000000001000000000100000000100010000000010000000000000000000100110000000000000000000000011000000000000000001000000000000000000000000001000000000000011000000000000001100000000000000000000001000000000000000000000000000000001011000000000010001000100000100010000000000010111000000001101000100000000001000000000001000000000110000000100000101110000000000010000010100010000000000000000100100100000000001100000000010000001000000000100010000000000110000000000000000000000000000000010000000000000000000000001001010000010100000010000000010000000000001100001101000100001000000000000100010000001000000000000000010100001000100000000100000000101000100000000110000000000
5790,0001000000000100000000000000000000000000100000000100000100100000000000000000000000101110000010000000000000100100000000000000000001100100000000010000001010000000000000000000010000000000010000000000010000000000000000000011000000000000000000100000001010000000100000000000000011000000000000010010100000000000000100000100101010000000000000000000000010000000010000000000000000000001000100000000100010000000000000000000000000000000000000000011000000001001000000000011000000000000100000000000000000000000010000000000000000000011000100001000001100000000000100001000000001010101000000001000000010001000001100010000110000000000100100000000000000000000000000000001000000001000001000000000001100000000000000000000001111010000000000000001000000011000000000000000100000000000000001100000000000000000000000000000000000000000000000100000000000000000011100000010100000000000000000000110000000000000100000010000000000000000000001100000100000010110000000000000000010000010000000000000000000000000001000000000100000000100000000000000000000000000
4091,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
104842,0100000000000010000000000011010000000000110000010000001000110000001001010000001100000110000001010000101100100100001011000000011011101010001000000000001010000000011000000000000010000101000000010001100001011101000000000011000000000100010000100000001000000000100000100000000011100000000110010000000010100000000100011100101010100001000101010000000010000001010000010000011010001000001010000000100000000100011001001010000000000100000100000110100100000010000000101111000000010001100101100110000000000100000001000000000100000011110000000000101100000101001000000000000010000101010100000000000000010000011010000000000001000110000110010000000000011011000000001011000100011010001000000000001000010000100000000000101111110000000000010000000111100000000000000000100110100000100101110010000010000000100000010000000000000000001000010000000000000100001000000011001000000000000000001110010010100010000000100000000010000000000011100000101010100000000000000010100010000000010110000000100100010101000000000000100000000101011000000000000000000000
